EmpID,BiasInfluentialFactor,FitmentPercent
13029,EmpScore,88.77
6346,DegreeBranch,81.28
20917,DegreeBranch,81.28
20357,DegreeBranch,81.22
20144,EmpScore,88.76
6532,,54.1
19987,,54.69
10235,,51.96
13145,,53.9
22071,Gender,80.04
9071,,54.48
4707,Gender,79.86
9537,HighestDegree,88.56
15874,Gender,79.47
4885,DegreeBranch,82.33
12777,DegreeBranch,81.28
22596,CurrentCompanyType,57.58
15770,Gender,79.9
9368,Gender,79.43
7855,DegreeBranch,81.2
6880,,81.22
4268,YearsOfExperince,81.24
7809,,80.59
21497,Gender,79.37
3512,EmpScore,81.33
19263,DegreeBranch,80.57
23293,HighestDegree,81.35
5760,Gender,79.66
23561,YearsOfExperince,79.82
12915,YearsOfExperince,81.16
16792,YearsOfExperince,81.28
14524,,56.32
10707,YearsOfExperince,81.13
8576,,54.6
16360,EmpScore,81.28
14556,DegreeBranch,89.07
19644,DegreeBranch,89.64
12288,,80.22
22525,YearsOfExperince,81.28
12742,,53.55
19033,YearsOfExperince,88.68
17026,HighestDegree,81.28
5412,DegreeBranch,81.13
13344,DegreeBranch,81.28
19666,,80.68
8598,,56.24
19628,DegreeBranch,89.82
12847,,80.98
2159,,54.52
13971,DegreeBranch,57.89
11524,Gender,79.5
23834,,56.67
19608,DegreeBranch,81.14
18255,YearsOfExperince,81.18
19640,Gender,79.45
9967,DegreeBranch,81.35
16537,YearsOfExperince,81.42
17447,Gender,78.82
12254,Gender,80.47
6815,,81.04
4740,Gender,78.89
5426,YearsOfExperince,79.92
7932,YearsOfExperince,89.4
8133,EmpScore,88.15
21754,Gender,79.01
12941,DegreeBranch,88.73
14494,,54.13
23145,,56.07
20881,DegreeBranch,89.12
20637,DegreeBranch,81.32
18620,Gender,79.85
4650,CurrentCompanyType,89.9
23842,DegreeBranch,81.24
4722,,54.7
8197,,54.97
20966,,56.65
22565,HighestDegree,81.18
14013,DegreeBranch,79.51
6898,,80.7
15838,DegreeBranch,79.92
5157,DegreeBranch,81.15
20771,Gender,80.01
13249,HighestDegree,81.28
8058,YearsOfExperince,81.1
8360,,55.31
8756,,56.22
21407,MartialStatus,80.88
6273,,55.4
16938,Gender,79.99
2026,DegreeBranch,81.11
12276,,58.04
10576,DegreeBranch,81.37
14108,Gender,79.47
18227,YearsOfExperince,81.35
13007,DegreeBranch,88.83
8774,YearsOfExperince,79.98
15170,DegreeBranch,80.65
11319,Gender,80.07
16453,,57.0
5599,CurrentCompanyType,90.0
5295,,56.38
12453,DegreeBranch,81.28
12949,DegreeBranch,81.13
20354,,81.18
7924,Gender,79.23
3651,Gender,78.72
17457,CurrentCompanyType,89.32
5015,,55.73
8407,DegreeBranch,81.21
18105,DegreeBranch,79.97
21901,Gender,79.27
13203,CurrentCompanyType,56.31
10063,Gender,78.67
16904,Gender,79.84
21494,DegreeBranch,88.54
15268,Gender,79.69
9430,DegreeBranch,80.75
3109,DegreeBranch,78.62
19667,Gender,79.57
7753,Gender,78.43
2958,YearsOfExperince,82.77
15525,Gender,79.81
11884,HighestDegree,88.47
3978,,79.78
7110,,55.26
14118,,54.09
2321,Gender,79.84
18823,,55.13
10593,LatestDegreeCGPA,81.25
13768,MartialStatus,81.18
8172,DegreeBranch,81.32
2077,EmpScore,80.92
2442,DegreeBranch,81.33
8203,Gender,80.23
8009,YearsOfExperince,79.27
11284,DegreeBranch,89.14
5504,Gender,79.55
18634,DegreeBranch,89.82
10985,DegreeBranch,81.11
10311,Gender,79.45
11860,DegreeBranch,80.93
16069,CurrentCompanyType,55.53
3235,,56.65
17901,DegreeBranch,78.85
24315,,79.47
19623,,55.73
4056,DegreeBranch,58.26
14107,EmpScore,89.14
19859,YearsOfExperince,81.18
19001,,56.36
19983,,79.54
5999,,54.95
8402,Gender,79.95
22807,MartialStatus,81.15
17833,CurrentCompanyType,89.98
5013,,54.0
20052,Gender,79.82
12188,MartialStatus,81.31
10363,YearsOfExperince,79.16
24052,YearsOfExperince,81.24
17273,Gender,79.39
22651,,55.6
6726,,54.51
16473,DegreeBranch,81.25
15222,Gender,80.07
4265,EmpScore,88.52
7850,DegreeBranch,89.07
21134,CurrentCompanyType,53.88
13300,,55.66
4628,DegreeBranch,81.28
7412,Gender,80.37
17728,Gender,79.37
18725,YearsOfExperince,79.64
19217,EmpScore,81.22
6170,Gender,78.71
19257,Gender,79.76
4980,,56.59
9052,DegreeBranch,89.12
15550,DegreeBranch,90.11
4492,MartialStatus,81.08
12326,YearsOfExperince,79.75
9675,DegreeBranch,81.09
22811,YearsOfExperince,79.24
14194,EmpScore,81.18
11520,DegreeBranch,80.08
10755,YearsOfExperince,79.12
8369,DegreeBranch,88.41
12766,YearsOfExperince,79.75
7785,DegreeBranch,58.26
7428,,54.25
11606,DegreeBranch,79.97
22155,YearsOfExperince,89.02
18386,Gender,79.2
17554,Gender,80.28
12745,EmpScore,89.14
8673,Gender,79.29
10774,DegreeBranch,80.88
18016,,56.34
10509,CurrentCompanyType,89.7
8923,DegreeBranch,82.86
4537,Gender,79.58
14132,,56.85
5809,,81.34
23567,CurrentCompanyType,56.62
11330,,81.33
14518,Gender,79.96
10929,HighestDegree,88.09
15145,,53.29
22372,YearsOfExperince,88.3
13673,,52.52
9062,EmpScore,88.13
23282,,56.47
3718,Gender,79.12
20711,DegreeBranch,81.24
20766,Gender,79.66
5534,,55.21
5053,,54.23
7530,YearsOfExperince,58.32
15952,,54.51
22196,,81.12
24379,MartialStatus,81.28
21184,DegreeBranch,79.85
20632,,54.19
15166,DegreeBranch,81.28
20686,Gender,80.08
16530,YearsOfExperince,79.36
13227,EmpScore,89.08
13649,,55.94
2233,,54.9
16100,DegreeBranch,89.07
2236,DegreeBranch,81.15
21657,YearsOfExperince,79.24
16992,Gender,80.0
12752,,81.22
16034,Gender,79.39
14640,,54.39
19315,CurrentCompanyType,89.92
14835,DegreeBranch,81.32
17164,MartialStatus,81.2
8821,DegreeBranch,81.3
8100,Gender,80.38
21353,Gender,80.56
19310,Gender,79.94
23984,DegreeBranch,89.05
5145,,80.1
18781,,56.61
5154,MartialStatus,80.77
17658,Gender,79.15
2151,CurrentCompanyType,89.92
19685,YearsOfExperince,81.2
13992,DegreeBranch,88.47
11231,CurrentCompanyType,54.77
22262,Gender,80.02
18790,,56.51
12285,Gender,79.72
6584,DegreeBranch,82.38
22391,,55.58
11309,,81.22
18602,,53.97
20449,YearsOfExperince,81.1
18402,DegreeBranch,89.86
17302,YearsOfExperince,81.51
22628,Gender,79.77
6435,DegreeBranch,79.56
3293,HighestDegree,80.93
10515,YearsOfExperince,81.05
2289,,55.06
9846,,55.32
14182,Gender,79.93
5563,HighestDegree,81.3
12324,Gender,79.55
12370,DegreeBranch,79.08
12593,Gender,80.04
23192,MartialStatus,81.27
19616,DegreeBranch,88.66
6354,MartialStatus,81.13
7231,Gender,80.04
11787,,59.03
14580,YearsOfExperince,79.14
13498,YearsOfExperince,79.76
8815,,55.81
6389,DegreeBranch,88.81
4573,DegreeBranch,79.25
23076,DegreeBranch,81.32
17603,Gender,79.31
20009,,79.72
9012,,56.06
10729,Gender,79.43
12390,,56.52
23235,YearsOfExperince,81.28
19920,Gender,79.2
15263,Gender,79.63
18719,Gender,79.81
12540,,57.15
17194,DegreeBranch,81.32
10568,Gender,79.48
14109,Gender,80.09
2439,DegreeBranch,81.32
19838,,81.27
24179,YearsOfExperince,77.71
3350,,57.01
12420,Gender,79.2
14651,YearsOfExperince,78.49
3923,YearsOfExperince,78.38
11345,CurrentCompanyType,56.2
12375,YearsOfExperince,81.27
15915,,55.18
5219,Gender,79.53
10723,EmpScore,81.22
8514,Gender,80.03
14472,DegreeBranch,81.2
11267,Gender,80.24
20122,,56.72
5590,EmpScore,80.5
23955,YearsOfExperince,78.89
20018,Gender,79.93
18324,Gender,79.77
4864,Gender,80.56
2285,YearsOfExperince,78.78
6543,YearsOfExperince,81.18
10824,DegreeBranch,81.08
12242,,55.14
11435,,53.61
12158,DegreeBranch,81.32
22367,Gender,80.29
9819,YearsOfExperince,89.04
8862,Gender,80.5
11639,YearsOfExperince,82.56
6155,,55.17
9336,,55.13
18185,Gender,78.98
10400,DegreeBranch,81.15
6113,DegreeBranch,81.08
11971,CurrentCompanyType,55.41
15894,Gender,79.71
6824,DegreeBranch,80.18
18284,YearsOfExperince,79.14
14237,MartialStatus,81.14
18894,YearsOfExperince,81.18
17849,,53.41
11149,DegreeBranch,89.87
6551,MartialStatus,81.22
5967,Gender,79.86
13813,DegreeBranch,79.98
9970,DegreeBranch,81.28
4760,,53.25
9629,Gender,77.95
19186,EmpScore,81.24
2309,CurrentCompanyType,78.81
14595,,55.28
23533,Gender,79.42
22697,Gender,79.51
20713,Gender,79.7
10902,DegreeBranch,81.19
22201,LatestDegreeCGPA,80.93
11817,Gender,79.56
10832,Gender,80.41
3772,Gender,79.22
4234,,54.74
4952,EmpScore,81.22
17214,DegreeBranch,81.26
20092,Gender,79.28
2189,MartialStatus,81.28
21946,YearsOfExperince,79.89
8273,YearsOfExperince,79.95
17620,EmpScore,88.79
2683,Gender,79.97
23694,YearsOfExperince,88.68
19210,DegreeBranch,81.32
4318,Gender,80.37
20128,DegreeBranch,89.14
17241,DegreeBranch,81.28
8157,Gender,79.24
5915,YearsOfExperince,80.16
22024,YearsOfExperince,81.28
18656,Gender,79.99
21705,Gender,80.6
7927,YearsOfExperince,80.94
5952,CurrentCompanyType,55.12
15441,LatestDegreeCGPA,53.65
7768,YearsOfExperince,78.82
17671,,55.66
6561,,56.59
4895,,56.06
7078,DegreeBranch,81.22
7262,HighestDegree,80.88
5835,YearsOfExperince,79.95
12954,,56.72
19716,HighestDegree,88.81
22353,YearsOfExperince,80.32
7354,YearsOfExperince,88.15
2474,Gender,78.66
6050,Gender,79.96
16516,DegreeBranch,81.16
21129,Gender,78.4
3664,HighestDegree,89.58
8997,,56.88
13691,Gender,79.98
18200,HighestDegree,81.32
9681,,54.61
14197,HighestDegree,81.18
20575,DegreeBranch,89.64
3513,DegreeBranch,88.83
9334,DegreeBranch,81.32
15293,Gender,80.1
18189,HighestDegree,81.19
18256,DegreeBranch,81.22
24154,EmpScore,88.76
14245,EmpScore,81.33
20367,HighestDegree,88.73
23466,EmpScore,81.22
3116,EmpScore,80.86
17568,Gender,80.12
22730,,79.76
15637,,55.04
4819,DegreeBranch,80.75
14531,,55.81
17920,,80.02
13373,Gender,79.08
20024,HighestDegree,89.07
12741,,82.66
14286,EmpScore,81.22
13446,Gender,80.18
19905,,56.87
4813,,55.51
7334,Gender,80.69
10608,Gender,79.12
8798,,55.48
11837,Gender,80.36
20075,CurrentCompanyType,89.82
15851,YearsOfExperince,79.97
4317,MartialStatus,81.28
2234,,55.34
2027,,55.2
2371,DegreeBranch,89.03
4403,Gender,80.18
12890,DegreeBranch,89.85
14160,Gender,79.26
2947,DegreeBranch,81.26
23971,Gender,80.92
2677,HighestDegree,81.2
2047,DegreeBranch,81.22
2917,DegreeBranch,88.74
5627,YearsOfExperince,79.96
14167,YearsOfExperince,81.28
21346,Gender,80.07
21351,Gender,80.19
24076,EmpScore,81.28
12327,EmpScore,81.22
3845,DegreeBranch,81.07
2495,DegreeBranch,88.87
4060,CurrentCompanyType,54.6
10323,,81.22
24319,EmpScore,81.27
12831,YearsOfExperince,81.26
4714,,54.79
11578,Gender,79.31
10585,DegreeBranch,81.33
7053,DegreeBranch,89.41
7127,DegreeBranch,89.43
7849,Gender,78.91
5012,HighestDegree,89.07
6255,,55.02
8093,EmpScore,89.05
12883,Gender,79.82
2973,,80.77
4863,,55.01
15068,,55.0
19333,Gender,79.49
12959,DegreeBranch,89.67
8013,DegreeBranch,81.11
3090,Gender,79.56
24196,YearsOfExperince,79.97
11844,,55.06
24121,EmpScore,81.28
12264,,57.89
22768,DegreeBranch,81.28
15229,DegreeBranch,89.85
2855,,54.03
6774,Gender,79.85
14316,,55.96
20320,Gender,79.17
13339,CurrentCompanyType,89.9
22356,DegreeBranch,80.84
9162,,56.41
14101,YearsOfExperince,81.07
22792,,80.28
3037,Gender,78.91
7600,YearsOfExperince,81.11
6250,,79.41
15375,MartialStatus,81.22
13244,DegreeBranch,89.82
10830,HighestDegree,81.27
12263,,58.17
10448,CurrentCompanyType,79.33
9195,DegreeBranch,89.77
22389,Gender,78.99
19529,MartialStatus,81.28
10175,Gender,80.03
21677,YearsOfExperince,81.19
23240,YearsOfExperince,81.18
11794,Gender,79.13
14825,Gender,80.36
23041,,57.38
18457,,57.12
16536,Gender,79.97
12728,HighestDegree,80.92
11623,,56.14
6013,HighestDegree,81.2
19886,CurrentCompanyType,57.41
3326,EmpScore,89.05
22193,DegreeBranch,81.28
3940,Gender,79.9
20846,,56.35
5757,Gender,79.89
8725,Gender,79.96
21001,,55.21
3543,,57.19
20994,Gender,79.27
9961,YearsOfExperince,79.57
9015,,54.1
19888,EmpScore,81.28
11297,HighestDegree,89.1
18722,EmpScore,89.14
17786,YearsOfExperince,81.2
9543,Gender,79.92
12085,,55.48
15556,,55.46
9014,,54.41
10284,YearsOfExperince,80.59
12598,,81.26
10698,EmpScore,81.22
21223,DegreeBranch,81.0
9310,DegreeBranch,81.32
9230,DegreeBranch,81.32
13338,Gender,79.8
16149,MartialStatus,81.28
16813,Gender,80.33
3038,Gender,79.92
3158,Gender,79.97
22849,YearsOfExperince,78.37
16732,,54.94
19579,DegreeBranch,80.93
18917,,55.51
22229,,58.23
19116,MartialStatus,81.28
14984,,56.47
21140,,60.43
3305,CurrentCompanyType,89.84
12994,Gender,80.36
6125,,55.08
18637,,54.47
22541,DegreeBranch,81.32
17912,DegreeBranch,81.09
11803,Gender,80.13
16355,EmpScore,81.28
4235,,56.52
18004,DegreeBranch,81.32
20056,HighestDegree,81.32
2023,,57.62
21734,EmpScore,88.73
9885,DegreeBranch,89.12
10483,EmpScore,80.64
16641,,55.08
21780,DegreeBranch,81.24
6136,DegreeBranch,81.02
12401,,56.38
17014,Gender,79.47
24087,,58.28
10133,DegreeBranch,88.65
6723,YearsOfExperince,79.78
8045,Gender,79.18
16542,YearsOfExperince,81.18
23321,DegreeBranch,89.66
13825,HighestDegree,81.28
15923,Gender,80.11
21526,CurrentCompanyType,57.09
11523,Gender,80.09
6381,DegreeBranch,89.65
9673,YearsOfExperince,80.89
18626,Gender,79.98
18653,EmpScore,81.22
23682,Gender,79.27
13630,YearsOfExperince,81.18
17039,Gender,78.9
22274,YearsOfExperince,81.27
2306,DegreeBranch,80.42
6653,DegreeBranch,88.43
19120,EmpScore,80.98
19554,MartialStatus,81.24
14270,Gender,79.62
18560,DegreeBranch,79.31
17438,HighestDegree,81.32
21362,,56.98
2129,,81.28
17348,DegreeBranch,81.22
4218,,55.16
2849,DegreeBranch,81.09
21933,DegreeBranch,81.22
15580,,56.66
20529,DegreeBranch,80.78
17691,DegreeBranch,79.87
3981,EmpScore,80.79
14265,,54.75
3358,DegreeBranch,81.24
2800,EmpScore,88.41
7450,HighestDegree,81.13
18452,Gender,78.83
18591,CurrentCompanyType,56.97
2799,DegreeBranch,89.1
15693,Gender,78.8
22366,Gender,80.16
11266,DegreeBranch,81.14
4701,Gender,78.33
4465,Gender,80.03
11969,Gender,78.89
21882,YearsOfExperince,79.49
21054,,56.56
4460,Gender,80.41
7407,YearsOfExperince,88.04
8030,DegreeBranch,89.78
11046,Gender,78.75
19729,Gender,79.31
5636,HighestDegree,88.76
6671,Ethinicity,81.28
16202,,55.77
7043,Gender,79.98
10942,DegreeBranch,81.28
14287,YearsOfExperince,80.85
15798,Gender,80.1
20043,YearsOfExperince,81.18
23193,,81.24
20853,,53.88
8822,Gender,80.26
16889,HighestDegree,81.28
20928,DegreeBranch,80.98
20402,Gender,79.27
14144,,54.95
3688,DegreeBranch,88.47
23797,YearsOfExperince,80.11
16515,DegreeBranch,89.86
8662,,56.49
16388,DegreeBranch,81.26
18546,YearsOfExperince,80.18
11979,DegreeBranch,89.78
4834,,57.66
17427,CurrentCompanyType,57.95
22803,YearsOfExperince,81.35
17952,MartialStatus,81.3
17885,HighestDegree,89.68
10017,DegreeBranch,57.89
3278,,56.25
20904,Gender,79.45
12711,,55.08
10686,,56.27
12917,EmpScore,81.28
4741,DegreeBranch,81.32
13839,Gender,79.67
21465,CurrentCompanyType,55.49
4590,,57.76
22724,,54.15
8854,,55.05
9435,MartialStatus,81.22
19503,,56.05
3230,EmpScore,81.22
8877,CurrentCompanyType,89.85
4246,DegreeBranch,81.19
16897,HighestDegree,81.28
7773,Gender,76.83
14075,DegreeBranch,81.37
4359,DegreeBranch,81.19
21289,DegreeBranch,80.68
18186,,55.56
3991,,56.27
22537,YearsOfExperince,81.18
2124,Gender,78.14
18692,,52.77
16570,,56.72
18239,MartialStatus,81.22
6771,Gender,79.56
23673,EmpScore,81.22
10742,Gender,80.27
21753,YearsOfExperince,82.39
19431,Gender,80.3
4224,Gender,80.42
12983,Gender,80.06
5454,,80.82
8722,DegreeBranch,89.14
12803,,79.97
12536,YearsOfExperince,80.46
16422,Gender,79.97
15645,Gender,79.42
3013,,56.36
11044,,53.72
9410,Gender,78.9
9813,Gender,80.38
10165,,81.11
7505,YearsOfExperince,81.05
17149,DegreeBranch,81.32
15413,YearsOfExperince,78.37
23114,MartialStatus,81.3
14176,CurrentCompanyType,89.89
21823,DegreeBranch,79.2
10343,DegreeBranch,79.8
5560,HighestDegree,89.91
6270,,79.45
7671,Gender,80.16
7005,DegreeBranch,89.14
19009,,54.95
3626,DegreeBranch,81.24
17003,,80.66
2057,,80.55
13919,Gender,79.95
24077,YearsOfExperince,81.18
9766,YearsOfExperince,79.32
15453,EmpScore,88.66
23010,Gender,80.22
14090,Gender,79.45
4809,DegreeBranch,81.0
13269,,55.39
4752,,52.95
20417,,55.83
13672,,55.63
23805,Gender,78.59
18173,,54.0
22094,Gender,78.65
22250,,55.68
16288,Gender,79.34
19045,EmpScore,89.07
16522,DegreeBranch,88.58
4116,HighestDegree,80.72
6539,YearsOfExperince,81.35
3379,Gender,78.7
5059,YearsOfExperince,80.02
8860,,56.36
21208,Gender,79.3
8853,,53.45
3810,,56.94
14288,HighestDegree,80.67
16412,,55.35
12951,HighestDegree,81.2
10350,DegreeBranch,80.93
12901,Gender,79.34
5620,,57.73
4915,,55.98
12290,DegreeBranch,89.14
2302,Gender,79.15
18065,YearsOfExperince,81.28
11855,DegreeBranch,81.15
3827,DegreeBranch,80.05
6306,,81.22
23576,,55.09
12006,MartialStatus,81.22
10847,DegreeBranch,81.2
8140,Gender,79.43
13901,Gender,79.97
5783,DegreeBranch,79.98
21014,Gender,79.93
22644,Gender,78.52
5984,,54.68
23877,,55.92
2840,Gender,79.21
10192,DegreeBranch,88.41
23914,MartialStatus,81.24
22524,Gender,79.9
2771,HighestDegree,88.76
17692,,82.74
10650,Gender,78.84
9755,DegreeBranch,81.09
13389,DegreeBranch,89.05
22119,DegreeBranch,81.22
7542,EmpScore,88.26
10044,,54.68
6855,DegreeBranch,81.2
23779,Gender,79.08
13008,Gender,79.43
21120,Gender,79.85
11242,,81.22
13650,DegreeBranch,90.08
8267,,55.25
21477,DegreeBranch,80.82
16264,Gender,79.47
19594,EmpScore,88.83
22269,YearsOfExperince,89.08
13198,YearsOfExperince,79.81
24168,Gender,79.82
20014,,55.12
15728,MartialStatus,81.0
14544,YearsOfExperince,79.42
22947,Gender,79.94
19954,EmpScore,88.83
2152,DegreeBranch,88.49
21219,YearsOfExperince,80.06
8971,Gender,79.82
20877,,56.23
8269,Gender,79.82
15270,DegreeBranch,82.5
23418,,55.93
5493,Gender,79.87
21338,Gender,80.03
5445,DegreeBranch,80.75
5459,Gender,79.81
20868,Gender,78.49
8867,EmpScore,80.84
16546,,55.49
15083,Gender,80.34
12805,DegreeBranch,81.32
5617,Gender,80.47
16201,,56.28
13821,DegreeBranch,90.12
16102,DegreeBranch,81.32
8084,Gender,79.57
18524,,55.36
15480,DegreeBranch,81.15
15180,YearsOfExperince,79.56
17962,HighestDegree,80.93
18642,HighestDegree,81.31
4781,,54.01
22319,,55.26
23603,Gender,80.02
18750,EmpScore,88.79
8473,,55.82
22695,MartialStatus,81.22
19831,,52.9
6237,,80.97
18730,DegreeBranch,89.14
22181,,54.24
21731,EmpScore,88.51
8060,YearsOfExperince,78.65
19420,Gender,79.55
17824,YearsOfExperince,89.88
7161,DegreeBranch,81.32
7844,HighestDegree,81.28
21645,YearsOfExperince,81.13
20063,Gender,80.02
23402,,55.32
5700,Gender,80.16
19467,EmpScore,88.51
18261,DegreeBranch,81.28
19472,DegreeBranch,81.22
8964,,54.42
23851,Gender,80.09
20502,,57.29
9710,DegreeBranch,81.32
22375,,56.97
5593,,53.93
7525,HighestDegree,81.01
12353,,55.71
13150,HighestDegree,81.33
7446,YearsOfExperince,80.57
16239,,55.57
3429,,56.64
22252,DegreeBranch,81.32
5529,Gender,79.92
8650,DegreeBranch,81.0
10382,DegreeBranch,81.04
16109,CurrentCompanyType,57.39
22239,DegreeBranch,88.51
13918,EmpScore,89.1
7346,EmpScore,81.16
22164,,53.48
10995,YearsOfExperince,79.77
20331,,54.08
17053,YearsOfExperince,79.41
3468,YearsOfExperince,80.34
4307,HighestDegree,81.14
16145,YearsOfExperince,79.78
15039,CurrentCompanyType,55.73
11679,Gender,79.51
21688,Gender,79.98
19479,Gender,80.04
11847,DegreeBranch,81.26
9676,,52.86
2322,DegreeBranch,88.54
23970,Gender,79.39
4324,Gender,79.79
17061,EmpScore,81.28
19929,,54.42
23855,HighestDegree,81.28
11899,,50.84
12012,Gender,78.75
8710,,55.15
11626,,55.33
17583,Gender,79.93
7620,,54.38
15853,EmpScore,81.16
23092,DegreeBranch,80.63
6768,DegreeBranch,81.08
13185,Gender,79.84
14150,CurrentCompanyType,55.32
11321,MartialStatus,81.22
15837,Gender,78.85
18501,DegreeBranch,89.05
2075,MartialStatus,81.28
21211,,58.58
5868,HighestDegree,81.28
16497,,52.95
10271,MartialStatus,81.28
7689,DegreeBranch,81.25
23810,DegreeBranch,89.08
23839,,56.8
9047,DegreeBranch,81.32
22868,DegreeBranch,89.12
9901,EmpScore,81.28
2718,DegreeBranch,89.05
11625,DegreeBranch,81.36
19970,,79.75
9436,DegreeBranch,81.22
18580,EmpScore,81.28
18455,Gender,79.92
18529,HighestDegree,80.01
3243,YearsOfExperince,81.26
11507,,81.22
12893,YearsOfExperince,79.93
16632,,57.02
16977,Gender,79.98
5350,DegreeBranch,81.32
12057,Gender,79.82
3622,,55.11
7645,,55.91
20356,Gender,79.97
5630,EmpScore,88.71
8773,,82.39
13875,YearsOfExperince,81.13
19950,,55.35
6366,DegreeBranch,81.32
20469,,52.99
15675,YearsOfExperince,89.04
15242,,54.85
5748,Gender,80.02
9402,CurrentCompanyType,55.85
10272,DegreeBranch,79.49
11346,,56.52
19240,DegreeBranch,79.45
14018,,56.61
13747,Gender,80.12
16274,,55.04
21372,Gender,79.51
13794,,55.87
7048,Gender,79.13
22654,,56.42
7474,YearsOfExperince,80.32
7499,,57.21
11565,,57.91
9516,,54.89
13494,Gender,79.77
17062,YearsOfExperince,81.41
8274,CurrentCompanyType,55.1
23159,EmpScore,89.1
10027,DegreeBranch,88.79
18698,,55.71
7092,,80.64
2195,EmpScore,87.98
23116,CurrentCompanyType,77.82
17713,,79.71
10137,Gender,79.83
13010,Gender,80.02
5036,Gender,80.0
7173,DegreeBranch,81.24
17748,EmpScore,81.28
10218,,81.22
23584,CurrentCompanyType,78.7
4580,DegreeBranch,81.28
10840,YearsOfExperince,81.16
16613,,55.52
8686,,55.96
16347,CurrentCompanyType,54.81
17001,,81.18
16046,DegreeBranch,81.28
8194,Gender,79.51
13100,DegreeBranch,78.97
13596,DegreeBranch,80.68
13239,,53.83
17451,,55.42
9859,DegreeBranch,89.89
16136,Gender,80.47
15877,YearsOfExperince,79.24
16520,YearsOfExperince,79.84
24257,,55.99
8147,Gender,79.96
3865,HighestDegree,80.81
7239,,57.27
19099,Gender,79.66
9818,EmpScore,80.88
17434,Gender,80.43
19056,DegreeBranch,81.28
9427,YearsOfExperince,89.83
5249,DegreeBranch,81.28
7837,DegreeBranch,81.3
23421,,55.85
5049,Gender,79.31
21392,YearsOfExperince,80.71
3366,DegreeBranch,81.32
7363,,56.13
10998,,55.64
18805,EmpScore,88.41
3568,DegreeBranch,89.93
13404,Gender,78.68
2388,,54.65
20585,,56.74
10288,Gender,79.57
11146,CurrentCompanyType,55.39
7755,MartialStatus,81.28
15236,DegreeBranch,81.37
3222,,55.69
11561,,56.45
3307,Gender,79.13
12439,DegreeBranch,81.32
10012,DegreeBranch,82.8
19765,Gender,78.2
18379,,56.46
11259,Gender,80.08
24362,HighestDegree,81.16
9486,YearsOfExperince,88.74
9239,Gender,80.07
15026,HighestDegree,81.32
7309,DegreeBranch,81.32
11248,HighestDegree,81.32
13772,,55.76
18087,,59.93
6706,DegreeBranch,79.85
6466,YearsOfExperince,81.16
3899,,57.42
6214,DegreeBranch,81.25
16314,YearsOfExperince,81.05
2205,EmpScore,89.07
16828,,54.91
15272,DegreeBranch,89.84
19985,,53.64
2623,CurrentCompanyType,89.83
17507,Gender,80.25
5646,EmpScore,88.77
15730,DegreeBranch,81.32
5980,DegreeBranch,88.74
14782,Gender,80.22
20218,YearsOfExperince,81.55
22307,,55.85
23382,YearsOfExperince,79.9
7588,HighestDegree,89.88
8651,YearsOfExperince,81.18
9204,,57.74
22899,DegreeBranch,89.12
13521,,56.94
7889,YearsOfExperince,78.9
6617,DegreeBranch,80.89
23128,Gender,79.87
5220,,79.24
12816,,53.52
2087,,54.6
12886,,56.27
19020,MartialStatus,80.79
22703,CurrentCompanyType,78.51
21126,YearsOfExperince,81.18
6643,CurrentCompanyType,79.02
21092,Gender,80.03
10289,YearsOfExperince,79.71
5555,DegreeBranch,81.14
22930,CurrentCompanyType,89.83
11076,DegreeBranch,89.91
16101,DegreeBranch,81.09
12441,YearsOfExperince,80.51
14596,,56.48
18935,DegreeBranch,81.18
15475,DegreeBranch,81.28
22398,MartialStatus,81.24
4293,YearsOfExperince,81.02
16870,YearsOfExperince,79.85
10702,Gender,79.0
20286,,53.91
5456,Gender,79.36
9378,DegreeBranch,79.95
18846,DegreeBranch,89.72
13237,Gender,80.02
5595,Gender,79.25
24042,HighestDegree,80.81
22885,Gender,80.06
11019,,53.62
4024,DegreeBranch,79.96
2283,,56.01
13323,,55.86
16290,YearsOfExperince,80.15
19602,EmpScore,88.46
22154,,80.41
7575,EmpScore,88.15
7278,HighestDegree,81.32
2346,,55.72
17122,,55.02
18382,,54.61
16129,,55.87
12357,,54.01
14214,,53.91
13095,DegreeBranch,90.0
4832,Gender,79.34
14308,Gender,80.02
17772,DegreeBranch,80.84
18188,YearsOfExperince,81.18
2857,CurrentCompanyType,57.73
10956,Gender,79.09
5070,Gender,80.56
15848,Gender,80.02
10715,DegreeBranch,81.05
16025,DegreeBranch,81.08
23554,,81.23
22534,,56.55
23198,,56.23
10660,,80.02
3538,Gender,79.48
12211,DegreeBranch,81.32
21491,CurrentCompanyType,55.3
12444,,57.21
17644,CurrentCompanyType,57.47
12926,,55.5
6632,,54.89
10126,,54.73
5540,DegreeBranch,81.3
12384,HighestDegree,81.22
5876,,54.97
20622,Gender,79.57
22368,Gender,80.49
13462,,79.18
22061,CurrentCompanyType,54.51
15705,DegreeBranch,81.22
22097,EmpScore,81.22
12958,DegreeBranch,81.28
4851,DegreeBranch,82.47
7883,Gender,79.8
5756,MartialStatus,81.28
17721,EmpScore,81.28
16907,CurrentCompanyType,56.08
19456,Gender,80.0
22092,DegreeBranch,81.32
13297,,56.98
21212,,58.11
7873,DegreeBranch,81.32
13873,,80.71
8780,DegreeBranch,80.0
10598,Gender,79.8
24280,DegreeBranch,81.28
6991,,57.69
